cts,date,GPS (Lat.) [deg],GPS (Long.) [deg],GPS (Alt.) [m],GPS (2D) [m/s],GPS (3D) [m/s],GPS (days) [deg],GPS (secs) [s],GPS (DOP) [deg],GPS (fix) [deg],altitude system
66.265,2023-06-11T08:55:59.900Z,32.7744469,35.0245685,222.052,0.251,0.22,8562,32159.9,1.49,3,MSLV
166.1187,2023-06-11T08:56:00.000Z,32.7744466,35.024569,222.297,0.75,0.28,8562,32160,1.39,3,MSLV
265.9724,2023-06-11T08:56:00.099Z,32.7744462,35.0245689,222.328,0.575,0.82,8562,32160.1,1.39,3,MSLV
365.8261,2023-06-11T08:56:00.200Z,32.7744463,35.0245691,222.535,0.63,0.66,8562,32160.2,1.43,3,MSLV
465.6798,2023-06-11T08:56:00.299Z,32.7744461,35.0245691,222.593,0.416,0.79,8562,32160.3,1.43,3,MSLV
565.5335,2023-06-11T08:56:00.400Z,32.7744463,35.0245691,222.63,0.038,0.64,8562,32160.4,1.39,3,MSLV
665.3872,2023-06-11T08:56:00.500Z,32.774446,35.0245693,222.776,0.537,0.48,8562,32160.5,1.49,3,MSLV
765.2409,2023-06-11T08:56:00.599Z,32.7744459,35.0245693,222.844,0.226,0.8,8562,32160.6,1.49,3,MSLV
865.0946,2023-06-11T08:56:00.700Z,32.7744455,35.0245692,222.773,0.15,0.64,8562,32160.7,1.49,3,MSLV
964.9483,2023-06-11T08:56:00.799Z,32.7744453,35.024569,222.752,0.222,0.51,8562,32160.8,1.39,3,MSLV
1064.802,2023-06-11T08:56:00.900Z,32.7744451,35.0245689,222.768,0.139,0.48,8562,32160.9,1.39,3,MSLV
1164.6722,2023-06-11T08:56:01.000Z,32.7744448,35.0245686,222.741,0.298,0.44,8562,32161,1.39,3,MSLV
1264.5424,2023-06-11T08:56:01.099Z,32.7744444,35.0245684,222.688,0.266,0.48,8562,32161.1,1.39,3,MSLV
1364.4126,2023-06-11T08:56:01.200Z,32.7744442,35.0245679,222.675,0.419,0.42,8562,32161.2,1.39,3,MSLV
1464.2828000000002,2023-06-11T08:56:01.299Z,32.7744438,35.0245674,222.657,0.513,0.52,8562,32161.3,1.39,3,MSLV
1564.1530000000002,2023-06-11T08:56:01.400Z,32.7744436,35.0245669,222.6,0.357,0.59,8562,32161.4,1.39,3,MSLV
1664.0232000000003,2023-06-11T08:56:01.500Z,32.7744437,35.0245663,222.576,0.553,0.43,8562,32161.5,1.56,3,MSLV
1763.8934000000004,2023-06-11T08:56:01.599Z,32.7744434,35.0245658,222.531,0.47,0.6,8562,32161.6,1.56,3,MSLV
1863.7636000000005,2023-06-11T08:56:01.700Z,32.7744435,35.0245657,222.51,0.15,0.51,8562,32161.7,1.39,3,MSLV
1963.6338000000005,2023-06-11T08:56:01.799Z,32.7744437,35.0245653,222.487,0.427,0.23,8562,32161.8,1.39,3,MSLV
2063.504,2023-06-11T08:56:01.900Z,32.7744437,35.0245645,222.437,0.696,0.46,8562,32161.9,1.39,3,MSLV
2163.1954,2023-06-11T08:56:02.000Z,32.7744437,35.0245639,222.348,0.649,0.71,8562,32162,1.39,3,MSLV
2262.8868,2023-06-11T08:56:02.099Z,32.7744437,35.0245634,222.272,0.675,0.66,8562,32162.1,1.56,3,MSLV
2362.5782000000004,2023-06-11T08:56:02.200Z,32.7744441,35.0245627,222.229,0.915,0.68,8562,32162.2,1.56,3,MSLV
2462.2696000000005,2023-06-11T08:56:02.299Z,32.7744447,35.0245618,222.233,1.096,0.92,8562,32162.3,1.56,3,MSLV
2561.9610000000007,2023-06-11T08:56:02.400Z,32.7744452,35.0245607,222.163,1.241,1.1,8562,32162.4,1.39,3,MSLV
2661.652400000001,2023-06-11T08:56:02.500Z,32.7744455,35.0245601,222.17,0.843,1.24,8562,32162.5,1.56,3,MSLV
2761.343800000001,2023-06-11T08:56:02.599Z,32.7744459,35.0245595,222.137,0.807,0.84,8562,32162.6,1.39,3,MSLV
2861.035200000001,2023-06-11T08:56:02.700Z,32.7744458,35.0245592,222.076,0.591,0.81,8562,32162.7,1.56,3,MSLV
2960.7266000000013,2023-06-11T08:56:02.799Z,32.7744458,35.0245588,222.042,0.501,0.59,8562,32162.8,1.56,3,MSLV
3060.418,2023-06-11T08:56:02.900Z,32.7744461,35.0245581,221.936,0.943,0.5,8562,32162.9,1.56,3,MSLV
3161.3376000000003,2023-06-11T08:56:03.000Z,32.7744462,35.0245579,221.969,0.415,0.94,8562,32163,1.56,3,MSLV
3262.2572000000005,2023-06-11T08:56:03.099Z,32.7744469,35.0245569,221.947,1.164,0.42,8562,32163.1,1.56,3,MSLV
3363.1768000000006,2023-06-11T08:56:03.200Z,32.7744472,35.0245564,221.924,0.799,1.16,8562,32163.2,1.56,3,MSLV
3464.096400000001,2023-06-11T08:56:03.299Z,32.7744477,35.0245559,221.93,0.8,0.8,8562,32163.3,1.56,3,MSLV
3565.016000000001,2023-06-11T08:56:03.400Z,32.774448,35.0245556,221.877,0.727,0.8,8562,32163.4,1.56,3,MSLV
3665.935600000001,2023-06-11T08:56:03.500Z,32.7744484,35.0245553,221.813,0.762,0.73,8562,32163.5,1.56,3,MSLV
3766.8552000000013,2023-06-11T08:56:03.599Z,32.774449,35.0245549,221.774,0.923,0.76,8562,32163.6,1.56,3,MSLV
3867.7748000000015,2023-06-11T08:56:03.700Z,32.7744496,35.0245545,221.698,1.011,0.92,8562,32163.7,1.42,3,MSLV
3968.6944000000017,2023-06-11T08:56:03.799Z,32.7744505,35.0245541,221.711,1.116,1.01,8562,32163.8,1.61,3,MSLV
4069.614,2023-06-11T08:56:03.900Z,32.7744511,35.0245535,221.688,1.002,1.12,8562,32163.9,1.61,3,MSLV
4169.4665,2023-06-11T08:56:04.000Z,32.7744519,35.0245532,221.64,0.959,1,8562,32164,1.37,3,MSLV
4269.319,2023-06-11T08:56:04.099Z,32.7744524,35.0245526,221.624,0.911,0.96,8562,32164.1,1.56,3,MSLV
4369.1715,2023-06-11T08:56:04.200Z,32.774453,35.0245519,221.542,1.091,0.91,8562,32164.2,1.37,3,MSLV
4469.024,2023-06-11T08:56:04.299Z,32.7744537,35.0245514,221.521,0.977,1.09,8562,32164.3,1.37,3,MSLV
4568.8765,2023-06-11T08:56:04.400Z,32.7744542,35.0245509,221.455,0.853,0.98,8562,32164.4,1.37,3,MSLV
4668.729,2023-06-11T08:56:04.500Z,32.774455,35.0245501,221.442,1.227,0.85,8562,32164.5,1.42,3,MSLV
4768.5815,2023-06-11T08:56:04.599Z,32.7744554,35.0245495,221.426,0.876,1.23,8562,32164.6,1.37,3,MSLV
4868.434,2023-06-11T08:56:04.700Z,32.7744559,35.0245489,221.369,0.918,0.88,8562,32164.7,1.37,3,MSLV
4968.2865,2023-06-11T08:56:04.799Z,32.7744566,35.0245485,221.368,0.902,0.92,8562,32164.8,1.37,3,MSLV
5068.139,2023-06-11T08:56:04.900Z,32.774457,35.024548,221.315,0.873,0.9,8562,32164.9,1.37,3,MSLV
5168.625,2023-06-11T08:56:05.000Z,32.7744577,35.0245475,221.334,1.021,0.87,8562,32165,1.37,3,MSLV
5269.111,2023-06-11T08:56:05.099Z,32.7744583,35.0245469,221.302,0.969,1.02,8562,32165.1,1.37,3,MSLV
5369.597,2023-06-11T08:56:05.200Z,32.7744592,35.0245464,221.248,1.112,0.97,8562,32165.2,1.37,3,MSLV
5470.083,2023-06-11T08:56:05.299Z,32.77446,35.0245458,221.296,1.108,1.11,8562,32165.3,1.37,3,MSLV
5570.5689999999995,2023-06-11T08:56:05.400Z,32.7744606,35.0245453,221.259,0.936,1.11,8562,32165.4,1.37,3,MSLV
5671.054999999999,2023-06-11T08:56:05.500Z,32.7744611,35.0245447,221.264,0.781,0.94,8562,32165.5,1.37,3,MSLV
5771.540999999999,2023-06-11T08:56:05.599Z,32.7744617,35.0245441,221.254,0.88,0.78,8562,32165.6,1.37,3,MSLV
5872.026999999999,2023-06-11T08:56:05.700Z,32.7744623,35.0245435,221.202,0.946,0.88,8562,32165.7,1.37,3,MSLV
5972.512999999999,2023-06-11T08:56:05.799Z,32.7744628,35.0245428,221.163,0.999,0.95,8562,32165.8,1.37,3,MSLV
6072.999,2023-06-11T08:56:05.900Z,32.7744634,35.0245421,221.145,1.011,1,8562,32165.9,1.37,3,MSLV
6173.2023,2023-06-11T08:56:06.000Z,32.774464,35.0245413,221.162,1.03,1.01,8562,32166,1.37,3,MSLV
6273.4056,2023-06-11T08:56:06.099Z,32.7744644,35.0245404,221.107,1.038,1.03,8562,32166.1,1.37,3,MSLV
6373.6089,2023-06-11T08:56:06.200Z,32.774465,35.0245397,221.112,0.954,1.04,8562,32166.2,1.31,3,MSLV
6473.8122,2023-06-11T08:56:06.299Z,32.7744655,35.0245393,221.178,0.69,0.95,8562,32166.3,1.37,3,MSLV
6574.0155,2023-06-11T08:56:06.400Z,32.774466,35.0245384,221.169,0.985,0.7,8562,32166.4,1.31,3,MSLV
6674.218800000001,2023-06-11T08:56:06.500Z,32.7744666,35.0245379,221.182,0.752,0.99,8562,32166.5,1.27,3,MSLV
6774.422100000001,2023-06-11T08:56:06.599Z,32.7744672,35.0245372,221.178,0.985,0.76,8562,32166.6,1.37,3,MSLV
6874.625400000001,2023-06-11T08:56:06.700Z,32.7744678,35.0245362,221.153,1.051,0.99,8562,32166.7,1.27,3,MSLV
6974.828700000001,2023-06-11T08:56:06.799Z,32.7744683,35.0245355,221.178,0.801,1.05,8562,32166.8,1.27,3,MSLV
7075.032,2023-06-11T08:56:06.900Z,32.7744689,35.0245346,221.206,0.987,0.8,8562,32166.9,1.27,3,MSLV
7174.9154,2023-06-11T08:56:07.000Z,32.7744692,35.0245337,221.171,0.909,0.99,8562,32167,1.27,3,MSLV
7274.7988,2023-06-11T08:56:07.099Z,32.7744695,35.024533,221.186,0.786,0.91,8562,32167.1,1.3,3,MSLV
7374.682199999999,2023-06-11T08:56:07.200Z,32.7744699,35.0245322,221.219,0.827,0.79,8562,32167.2,1.27,3,MSLV
7474.565599999999,2023-06-11T08:56:07.299Z,32.7744701,35.0245313,221.162,0.904,0.83,8562,32167.3,1.27,3,MSLV
7574.448999999999,2023-06-11T08:56:07.400Z,32.7744701,35.0245299,221.119,1.225,0.91,8562,32167.4,1.3,3,MSLV
7674.332399999998,2023-06-11T08:56:07.500Z,32.7744704,35.024529,221.101,0.945,1.23,8562,32167.5,1.27,3,MSLV
7774.215799999998,2023-06-11T08:56:07.599Z,32.7744706,35.0245281,221.058,0.879,0.95,8562,32167.6,1.27,3,MSLV
7874.099199999998,2023-06-11T08:56:07.700Z,32.7744708,35.024527,221.011,1.044,0.88,8562,32167.7,1.27,3,MSLV
7973.982599999998,2023-06-11T08:56:07.799Z,32.774471,35.0245264,221.037,0.684,1.04,8562,32167.8,1.27,3,MSLV
8073.866,2023-06-11T08:56:07.900Z,32.7744713,35.0245253,220.967,1.02,0.68,8562,32167.9,1.27,3,MSLV
8174.1748,2023-06-11T08:56:08.000Z,32.7744715,35.0245243,220.92,0.93,1.02,8562,32168,1.27,3,MSLV
8274.4836,2023-06-11T08:56:08.099Z,32.7744718,35.0245234,220.967,0.99,0.94,8562,32168.1,1.27,3,MSLV
8374.7924,2023-06-11T08:56:08.200Z,32.774472,35.0245223,220.988,1.044,0.99,8562,32168.2,1.27,3,MSLV
8475.101200000001,2023-06-11T08:56:08.299Z,32.7744722,35.0245214,220.964,0.952,1.04,8562,32168.3,1.27,3,MSLV
8575.410000000002,2023-06-11T08:56:08.400Z,32.7744724,35.0245205,220.968,0.881,0.95,8562,32168.4,1.27,3,MSLV
