,start_idx,end_idx,walking_direction_lag,walking_direction_base_corr,walking_direction_lagged_corr,walking_direction_dtw,speeds_lag,speeds_base_corr,speeds_lagged_corr,speeds_dtw,mean_distance,mean_speed_difference,mean_walking_direction_difference,mean_pace_asymmetry
0,403,471,-8,0.282526682009457,0.3632421877434711,50.19897347942877,16,-0.37995853190160794,0.39118172641645194,45.41263464924704,1.3470634648838298,0.48480882352941185,78.83320624148541,0.5556543753144426
1,931,984,-1,0.21781039971468213,0.4372203467787124,39.84576088044777,-8,0.5577390526318273,0.7457900835381074,26.438614742683967,0.8505928134624158,0.27118867924528306,64.90272836266982,0.3518618734426408
2,1382,1438,9,0.1748485250150953,0.7615539370687554,37.04211597561113,-49,0.22019556370227225,0.26456557392978225,40.5203213557597,3.771648384414882,0.505,73.65575772932006,0.5162271486322192
3,1729,1790,-8,0.45331852305481735,0.488146828675173,38.938288533125835,-20,-0.2665155851260553,0.4549397210013431,51.97762966602035,3.5106166832090664,0.4759344262295082,78.4388426859662,0.3976721784818892
4,1938,1995,-8,0.6509220214889229,0.7126636276801345,21.587979047888904,36,-0.4178185863151477,0.33377687831894076,58.31026050572059,1.9240400021482522,0.41512280701754384,62.64480315824255,0.39388496497054803
5,2124,2238,10,0.3835031630476933,0.4188893016548219,87.56677807874807,92,0.11294903196364565,0.36257475233825487,62.19672614737485,0.9956921134399526,0.3833947368421053,70.12502225187451,0.6074991225556975
