cts,date,GPS (Lat.) [deg],GPS (Long.) [deg],GPS (Alt.) [m],GPS (2D) [m/s],GPS (3D) [m/s],GPS (days) [deg],GPS (secs) [s],GPS (DOP) [deg],GPS (fix) [deg],altitude system
90.886,2023-05-28T11:17:00.900Z,32.7744154,35.0245921,218.127,0.122,0.21,8548,40620.9,1.61,3,MSLV
191.2865,2023-05-28T11:17:01.000Z,32.7744156,35.0245921,218.124,0.082,0.12,8548,40621,1.61,3,MSLV
291.687,2023-05-28T11:17:01.099Z,32.7744158,35.0245921,218.126,0.07,0.08,8548,40621.1,1.61,3,MSLV
392.08750000000003,2023-05-28T11:17:01.199Z,32.7744157,35.0245922,218.147,0.192,0.07,8548,40621.2,1.61,3,MSLV
492.48800000000006,2023-05-28T11:17:01.300Z,32.7744159,35.0245923,218.181,0.187,0.2,8548,40621.3,1.61,3,MSLV
592.8885,2023-05-28T11:17:01.400Z,32.7744162,35.0245925,218.235,0.205,0.22,8548,40621.4,1.61,3,MSLV
693.289,2023-05-28T11:17:01.500Z,32.7744162,35.0245928,218.22,0.334,0.28,8548,40621.5,1.61,3,MSLV
793.6895,2023-05-28T11:17:01.599Z,32.7744162,35.0245932,218.231,0.39,0.36,8548,40621.6,1.61,3,MSLV
894.0899999999999,2023-05-28T11:17:01.699Z,32.7744163,35.0245932,218.219,0.009,0.41,8548,40621.7,1.61,3,MSLV
994.4904999999999,2023-05-28T11:17:01.800Z,32.7744164,35.0245933,218.24,0.12,0.08,8548,40621.8,1.61,3,MSLV
1094.891,2023-05-28T11:17:01.900Z,32.7744164,35.0245933,218.232,0.189,0.16,8548,40621.9,1.61,3,MSLV
1195.0373,2023-05-28T11:17:02.000Z,32.7744163,35.0245934,218.236,0.176,0.2,8548,40622,1.61,3,MSLV
1295.1835999999998,2023-05-28T11:17:02.099Z,32.7744163,35.0245934,218.239,0.199,0.19,8548,40622.1,1.61,3,MSLV
1395.3298999999997,2023-05-28T11:17:02.199Z,32.7744163,35.0245933,218.231,0.113,0.22,8548,40622.2,1.61,3,MSLV
1495.4761999999996,2023-05-28T11:17:02.300Z,32.7744164,35.0245932,218.228,0.195,0.13,8548,40622.3,1.61,3,MSLV
1595.6224999999995,2023-05-28T11:17:02.400Z,32.7744165,35.0245929,218.223,0.235,0.21,8548,40622.4,1.61,3,MSLV
1695.7687999999994,2023-05-28T11:17:02.500Z,32.7744165,35.0245928,218.232,0.191,0.24,8548,40622.5,1.61,3,MSLV
1795.9150999999993,2023-05-28T11:17:02.599Z,32.7744167,35.0245926,218.223,0.263,0.2,8548,40622.6,1.61,3,MSLV
1896.0613999999991,2023-05-28T11:17:02.699Z,32.7744172,35.0245922,218.218,0.496,0.27,8548,40622.7,1.61,3,MSLV
1996.207699999999,2023-05-28T11:17:02.800Z,32.7744176,35.0245919,218.235,0.387,0.5,8548,40622.8,1.61,3,MSLV
2096.354,2023-05-28T11:17:02.900Z,32.7744182,35.0245918,218.269,0.43,0.4,8548,40622.9,1.61,3,MSLV
2196.0868,2023-05-28T11:17:03.000Z,32.7744181,35.0245917,218.284,0.143,0.45,8548,40623,1.61,3,MSLV
2295.8196,2023-05-28T11:17:03.099Z,32.7744185,35.0245913,218.311,0.401,0.2,8548,40623.1,1.61,3,MSLV
2395.5523999999996,2023-05-28T11:17:03.199Z,32.7744192,35.0245907,218.265,0.717,0.44,8548,40623.2,1.61,3,MSLV
2495.2851999999993,2023-05-28T11:17:03.300Z,32.7744187,35.0245907,218.336,0.377,0.72,8548,40623.3,1.61,3,MSLV
2595.017999999999,2023-05-28T11:17:03.400Z,32.7744191,35.0245902,218.319,0.476,0.42,8548,40623.4,1.61,3,MSLV
2694.750799999999,2023-05-28T11:17:03.500Z,32.7744191,35.0245897,218.329,0.506,0.5,8548,40623.5,1.61,3,MSLV
2794.4835999999987,2023-05-28T11:17:03.599Z,32.7744191,35.0245892,218.342,0.518,0.53,8548,40623.6,1.61,3,MSLV
2894.2163999999984,2023-05-28T11:17:03.699Z,32.7744192,35.0245884,218.311,0.78,0.54,8548,40623.7,1.64,3,MSLV
2993.949199999998,2023-05-28T11:17:03.800Z,32.7744187,35.0245877,218.332,0.782,0.79,8548,40623.8,1.64,3,MSLV
3093.682,2023-05-28T11:17:03.900Z,32.7744189,35.0245873,218.327,0.429,0.79,8548,40623.9,1.64,3,MSLV
3193.8221,2023-05-28T11:17:04.000Z,32.774419,35.0245864,218.286,0.808,0.45,8548,40624,1.64,3,MSLV
3293.9622,2023-05-28T11:17:04.099Z,32.7744188,35.0245859,218.308,0.468,0.81,8548,40624.1,1.61,3,MSLV
3394.1023,2023-05-28T11:17:04.199Z,32.7744187,35.0245852,218.267,0.701,0.49,8548,40624.2,1.61,3,MSLV
3494.2424,2023-05-28T11:17:04.300Z,32.7744185,35.0245845,218.255,0.653,0.71,8548,40624.3,1.66,3,MSLV
3594.3825,2023-05-28T11:17:04.400Z,32.7744189,35.0245837,218.242,0.823,0.66,8548,40624.4,1.66,3,MSLV
3694.5226000000002,2023-05-28T11:17:04.500Z,32.7744191,35.0245831,218.337,0.658,0.83,8548,40624.5,1.61,3,MSLV
3794.6627000000003,2023-05-28T11:17:04.599Z,32.7744194,35.0245822,218.242,0.808,0.69,8548,40624.6,1.61,3,MSLV
3894.8028000000004,2023-05-28T11:17:04.699Z,32.7744192,35.0245817,218.274,0.648,0.81,8548,40624.7,1.61,3,MSLV
3994.9429000000005,2023-05-28T11:17:04.800Z,32.7744192,35.0245809,218.269,0.687,0.66,8548,40624.8,1.61,3,MSLV
4095.083,2023-05-28T11:17:04.900Z,32.774419,35.0245802,218.232,0.735,0.69,8548,40624.9,1.65,3,MSLV
4195.175,2023-05-28T11:17:05.000Z,32.7744188,35.0245796,218.232,0.65,0.74,8548,40625,1.61,3,MSLV
4295.267,2023-05-28T11:17:05.099Z,32.7744183,35.0245789,218.216,0.797,0.65,8548,40625.1,1.61,3,MSLV
4395.3589999999995,2023-05-28T11:17:05.199Z,32.7744177,35.0245783,218.217,0.886,0.8,8548,40625.2,1.61,3,MSLV
4495.450999999999,2023-05-28T11:17:05.300Z,32.7744174,35.0245782,218.178,0.41,0.89,8548,40625.3,1.61,3,MSLV
4595.542999999999,2023-05-28T11:17:05.400Z,32.774417,35.0245777,218.155,0.56,0.41,8548,40625.4,1.61,3,MSLV
4695.634999999998,2023-05-28T11:17:05.500Z,32.7744169,35.0245771,218.156,0.569,0.56,8548,40625.5,1.61,3,MSLV
4795.726999999998,2023-05-28T11:17:05.599Z,32.7744167,35.0245767,218.125,0.469,0.57,8548,40625.6,1.61,3,MSLV
4895.818999999998,2023-05-28T11:17:05.699Z,32.7744168,35.024576,218.114,0.588,0.47,8548,40625.7,1.61,3,MSLV
4995.910999999997,2023-05-28T11:17:05.800Z,32.7744169,35.0245757,218.112,0.369,0.59,8548,40625.8,1.61,3,MSLV
5096.003,2023-05-28T11:17:05.900Z,32.7744172,35.0245753,218.142,0.395,0.37,8548,40625.9,1.61,3,MSLV
5196.007799999999,2023-05-28T11:17:06.000Z,32.7744174,35.0245747,218.117,0.57,0.4,8548,40626,1.61,3,MSLV
5296.012599999999,2023-05-28T11:17:06.099Z,32.7744173,35.0245744,218.106,0.395,0.57,8548,40626.1,1.61,3,MSLV
5396.017399999999,2023-05-28T11:17:06.199Z,32.7744172,35.0245739,218.153,0.479,0.4,8548,40626.2,1.61,3,MSLV
5496.0221999999985,2023-05-28T11:17:06.300Z,32.7744169,35.0245733,218.114,0.571,0.49,8548,40626.3,1.61,3,MSLV
5596.026999999998,2023-05-28T11:17:06.400Z,32.7744167,35.024573,218.103,0.393,0.57,8548,40626.4,1.61,3,MSLV
5696.031799999998,2023-05-28T11:17:06.500Z,32.7744166,35.0245725,218.084,0.415,0.39,8548,40626.5,1.61,3,MSLV
5796.036599999998,2023-05-28T11:17:06.599Z,32.7744163,35.0245721,218.082,0.465,0.42,8548,40626.6,1.61,3,MSLV
5896.041399999997,2023-05-28T11:17:06.699Z,32.774416,35.0245718,218.071,0.388,0.47,8548,40626.7,1.61,3,MSLV
5996.046199999997,2023-05-28T11:17:06.800Z,32.7744158,35.0245715,218.063,0.302,0.39,8548,40626.8,1.61,3,MSLV
6096.051,2023-05-28T11:17:06.900Z,32.7744157,35.0245714,218.042,0.139,0.3,8548,40626.9,1.61,3,MSLV
6195.970200000001,2023-05-28T11:17:07.000Z,32.7744155,35.0245714,218.032,0.131,0.14,8548,40627,1.61,3,MSLV
6295.889400000001,2023-05-28T11:17:07.099Z,32.7744153,35.0245713,218.012,0.175,0.14,8548,40627.1,1.61,3,MSLV
6395.808600000001,2023-05-28T11:17:07.199Z,32.7744152,35.0245713,217.998,0.029,0.18,8548,40627.2,1.61,3,MSLV
6495.7278000000015,2023-05-28T11:17:07.300Z,32.774415,35.0245714,217.982,0.075,0.04,8548,40627.3,1.61,3,MSLV
6595.647000000002,2023-05-28T11:17:07.400Z,32.7744148,35.0245714,217.954,0.056,0.08,8548,40627.4,1.61,3,MSLV
6695.566200000002,2023-05-28T11:17:07.500Z,32.7744147,35.0245714,217.952,0.037,0.06,8548,40627.5,1.61,3,MSLV
6795.485400000002,2023-05-28T11:17:07.599Z,32.7744146,35.0245715,217.941,0.073,0.05,8548,40627.6,1.61,3,MSLV
6895.404600000003,2023-05-28T11:17:07.699Z,32.7744146,35.0245715,217.923,0.047,0.08,8548,40627.7,1.61,3,MSLV
6995.323800000003,2023-05-28T11:17:07.800Z,32.7744145,35.0245715,217.903,0.012,0.05,8548,40627.8,1.61,3,MSLV
7095.243,2023-05-28T11:17:07.900Z,32.7744145,35.0245715,217.894,0.013,0.02,8548,40627.9,1.61,3,MSLV
7195.2941,2023-05-28T11:17:08.000Z,32.7744146,35.0245715,217.891,0.068,0.02,8548,40628,1.61,3,MSLV
7295.3452,2023-05-28T11:17:08.099Z,32.7744147,35.0245715,217.889,0.032,0.07,8548,40628.1,1.61,3,MSLV
7395.396299999999,2023-05-28T11:17:08.199Z,32.7744148,35.0245715,217.873,0.033,0.04,8548,40628.2,1.61,3,MSLV
7495.447399999999,2023-05-28T11:17:08.300Z,32.7744149,35.0245716,217.867,0.02,0.03,8548,40628.3,1.61,3,MSLV
7595.498499999999,2023-05-28T11:17:08.400Z,32.7744151,35.0245716,217.875,0.055,0.02,8548,40628.4,1.61,3,MSLV
7695.5495999999985,2023-05-28T11:17:08.500Z,32.7744153,35.0245716,217.892,0.032,0.06,8548,40628.5,1.61,3,MSLV
7795.600699999998,2023-05-28T11:17:08.599Z,32.7744154,35.0245716,217.89,0.029,0.03,8548,40628.6,1.61,3,MSLV
7895.651799999998,2023-05-28T11:17:08.699Z,32.7744154,35.0245716,217.89,0.02,0.03,8548,40628.7,1.61,3,MSLV
7995.7028999999975,2023-05-28T11:17:08.800Z,32.7744155,35.0245717,217.887,0.02,0.02,8548,40628.8,1.61,3,MSLV
8095.754,2023-05-28T11:17:08.900Z,32.7744155,35.0245717,217.889,0.027,0.02,8548,40628.9,1.61,3,MSLV
8195.7468,2023-05-28T11:17:09.000Z,32.7744155,35.0245717,217.887,0.033,0.03,8548,40629,1.61,3,MSLV
8295.7396,2023-05-28T11:17:09.099Z,32.7744154,35.0245717,217.876,0.048,0.04,8548,40629.1,1.61,3,MSLV
8395.7324,2023-05-28T11:17:09.199Z,32.7744154,35.0245717,217.875,0.102,0.05,8548,40629.2,1.61,3,MSLV
8495.7252,2023-05-28T11:17:09.300Z,32.7744154,35.0245716,217.873,0.091,0.1,8548,40629.3,1.61,3,MSLV
8595.718,2023-05-28T11:17:09.400Z,32.7744153,35.0245717,217.858,0.092,0.09,8548,40629.4,1.61,3,MSLV
8695.7108,2023-05-28T11:17:09.500Z,32.7744152,35.0245717,217.854,0.021,0.09,8548,40629.5,1.61,3,MSLV
8795.7036,2023-05-28T11:17:09.599Z,32.7744151,35.0245717,217.84,0.055,0.02,8548,40629.6,1.61,3,MSLV
