cts,date,GPS (Lat.) [deg],GPS (Long.) [deg],GPS (Alt.) [m],GPS (2D) [m/s],GPS (3D) [m/s],GPS (days) [deg],GPS (secs) [s],GPS (DOP) [deg],GPS (fix) [deg],altitude system
71.248,2023-05-28T11:17:15.000Z,32.7744547,35.0246099,212.293,0.1,0.05,8548,40635,1.72,3,MSLV
170.9408,2023-05-28T11:17:15.099Z,32.7744549,35.02461,212.287,0.174,0.1,8548,40635.099,1.72,3,MSLV
270.6336,2023-05-28T11:17:15.199Z,32.7744548,35.0246099,212.284,0.015,0.17,8548,40635.199,1.72,3,MSLV
370.3264,2023-05-28T11:17:15.298Z,32.7744548,35.0246099,212.274,0.031,0.03,8548,40635.299,1.72,3,MSLV
470.01919999999996,2023-05-28T11:17:15.398Z,32.7744548,35.0246099,212.284,0.02,0.04,8548,40635.399,1.72,3,MSLV
569.712,2023-05-28T11:17:15.499Z,32.7744547,35.0246098,212.271,0.016,0.02,8548,40635.499,1.72,3,MSLV
669.4048,2023-05-28T11:17:15.599Z,32.7744547,35.0246098,212.275,0.007,0.02,8548,40635.599,1.72,3,MSLV
769.0976,2023-05-28T11:17:15.699Z,32.7744547,35.0246098,212.262,0.035,0.01,8548,40635.699,1.72,3,MSLV
868.7904000000001,2023-05-28T11:17:15.798Z,32.7744547,35.0246097,212.261,0.046,0.04,8548,40635.799,1.72,3,MSLV
968.4832000000001,2023-05-28T11:17:15.898Z,32.7744547,35.0246097,212.261,0.012,0.05,8548,40635.899,1.72,3,MSLV
1068.176,2023-05-28T11:17:16.000Z,32.7744545,35.0246097,212.251,0.08,0.01,8548,40636,1.72,3,MSLV
1168.1326,2023-05-28T11:17:16.099Z,32.7744546,35.0246097,212.247,0.055,0.08,8548,40636.099,1.72,3,MSLV
1268.0892,2023-05-28T11:17:16.199Z,32.7744546,35.0246097,212.244,0.046,0.06,8548,40636.199,1.72,3,MSLV
1368.0457999999999,2023-05-28T11:17:16.298Z,32.7744545,35.0246096,212.235,0.043,0.05,8548,40636.299,1.72,3,MSLV
1468.0023999999999,2023-05-28T11:17:16.398Z,32.7744545,35.0246097,212.245,0.005,0.05,8548,40636.399,1.72,3,MSLV
1567.9589999999998,2023-05-28T11:17:16.499Z,32.7744545,35.0246097,212.245,0.031,0.01,8548,40636.499,1.72,3,MSLV
1667.9155999999998,2023-05-28T11:17:16.599Z,32.7744545,35.0246097,212.231,0.013,0.03,8548,40636.599,1.72,3,MSLV
1767.8721999999998,2023-05-28T11:17:16.699Z,32.7744545,35.0246096,212.235,0.035,0.01,8548,40636.699,1.72,3,MSLV
1867.8287999999998,2023-05-28T11:17:16.798Z,32.7744544,35.0246096,212.216,0.015,0.04,8548,40636.799,1.72,3,MSLV
1967.7853999999998,2023-05-28T11:17:16.898Z,32.7744544,35.0246096,212.227,0.026,0.02,8548,40636.899,1.72,3,MSLV
2067.742,2023-05-28T11:17:17.000Z,32.7744544,35.0246096,212.21,0.042,0.03,8548,40637,1.72,3,MSLV
2167.7917,2023-05-28T11:17:17.099Z,32.7744544,35.0246096,212.213,0.06,0.04,8548,40637.099,1.72,3,MSLV
2267.8414000000002,2023-05-28T11:17:17.199Z,32.7744545,35.0246096,212.215,0.148,0.06,8548,40637.199,1.72,3,MSLV
2367.8911000000003,2023-05-28T11:17:17.298Z,32.7744545,35.0246096,212.225,0.039,0.15,8548,40637.299,1.72,3,MSLV
2467.9408000000003,2023-05-28T11:17:17.398Z,32.7744545,35.0246096,212.226,0.017,0.04,8548,40637.399,1.72,3,MSLV
2567.9905000000003,2023-05-28T11:17:17.499Z,32.7744545,35.0246096,212.232,0.035,0.04,8548,40637.499,1.72,3,MSLV
2668.0402000000004,2023-05-28T11:17:17.599Z,32.7744544,35.0246096,212.24,0.052,0.05,8548,40637.599,1.72,3,MSLV
2768.0899000000004,2023-05-28T11:17:17.699Z,32.7744545,35.0246096,212.224,0.131,0.07,8548,40637.699,1.72,3,MSLV
2868.1396000000004,2023-05-28T11:17:17.798Z,32.7744545,35.0246096,212.252,0.054,0.13,8548,40637.799,1.72,3,MSLV
2968.1893000000005,2023-05-28T11:17:17.898Z,32.7744544,35.0246096,212.251,0.103,0.08,8548,40637.899,1.72,3,MSLV
3068.239,2023-05-28T11:17:18.000Z,32.7744543,35.0246096,212.213,0.035,0.11,8548,40638,1.72,3,MSLV
3168.0062,2023-05-28T11:17:18.099Z,32.7744544,35.0246096,212.226,0.096,0.04,8548,40638.099,1.72,3,MSLV
3267.7734,2023-05-28T11:17:18.199Z,32.7744543,35.0246096,212.217,0.037,0.1,8548,40638.199,1.61,3,MSLV
3367.5406000000003,2023-05-28T11:17:18.298Z,32.7744543,35.0246096,212.215,0.029,0.04,8548,40638.299,1.61,3,MSLV
3467.3078000000005,2023-05-28T11:17:18.398Z,32.7744543,35.0246096,212.234,0.002,0.03,8548,40638.399,1.61,3,MSLV
3567.0750000000007,2023-05-28T11:17:18.499Z,32.7744543,35.0246096,212.225,0.016,0.03,8548,40638.499,1.61,3,MSLV
3666.842200000001,2023-05-28T11:17:18.599Z,32.7744544,35.0246096,212.252,0.126,0.02,8548,40638.599,1.61,3,MSLV
3766.609400000001,2023-05-28T11:17:18.699Z,32.7744547,35.0246096,212.219,0.365,0.13,8548,40638.699,1.61,3,MSLV
3866.3766000000014,2023-05-28T11:17:18.798Z,32.7744545,35.0246097,212.242,0.098,0.37,8548,40638.799,1.61,3,MSLV
3966.1438000000016,2023-05-28T11:17:18.898Z,32.7744546,35.0246097,212.229,0.068,0.1,8548,40638.899,1.61,3,MSLV
4065.911,2023-05-28T11:17:19.000Z,32.7744546,35.0246097,212.247,0.047,0.07,8548,40639,1.61,3,MSLV
4166.3878,2023-05-28T11:17:19.099Z,32.7744545,35.0246097,212.229,0.014,0.06,8548,40639.099,1.61,3,MSLV
4266.864600000001,2023-05-28T11:17:19.199Z,32.7744545,35.0246097,212.243,0.031,0.01,8548,40639.199,1.61,3,MSLV
4367.341400000001,2023-05-28T11:17:19.298Z,32.7744545,35.0246097,212.233,0.013,0.03,8548,40639.299,1.61,3,MSLV
4467.8182000000015,2023-05-28T11:17:19.398Z,32.7744546,35.0246098,212.238,0.124,0.01,8548,40639.399,1.61,3,MSLV
4568.295000000002,2023-05-28T11:17:19.499Z,32.7744545,35.0246098,212.255,0.075,0.12,8548,40639.499,1.61,3,MSLV
4668.771800000002,2023-05-28T11:17:19.599Z,32.7744546,35.0246098,212.235,0.191,0.08,8548,40639.599,1.61,3,MSLV
4769.248600000003,2023-05-28T11:17:19.699Z,32.7744546,35.0246096,212.226,0.198,0.19,8548,40639.699,1.61,3,MSLV
4869.725400000003,2023-05-28T11:17:19.798Z,32.7744546,35.0246095,212.271,0.092,0.2,8548,40639.799,1.61,3,MSLV
4970.202200000003,2023-05-28T11:17:19.898Z,32.7744547,35.0246093,212.265,0.215,0.1,8548,40639.899,1.61,3,MSLV
5070.679,2023-05-28T11:17:20.000Z,32.7744548,35.0246091,212.277,0.179,0.22,8548,40640,1.61,3,MSLV
5170.7929,2023-05-28T11:17:20.099Z,32.7744548,35.024609,212.261,0.126,0.18,8548,40640.099,1.61,3,MSLV
5270.906800000001,2023-05-28T11:17:20.199Z,32.7744548,35.0246088,212.267,0.156,0.13,8548,40640.199,1.61,3,MSLV
5371.020700000001,2023-05-28T11:17:20.298Z,32.7744549,35.0246088,212.273,0.117,0.16,8548,40640.299,1.61,3,MSLV
5471.134600000001,2023-05-28T11:17:20.398Z,32.774455,35.0246089,212.277,0.122,0.12,8548,40640.399,1.61,3,MSLV
5571.2485000000015,2023-05-28T11:17:20.499Z,32.7744553,35.0246092,212.27,0.521,0.12,8548,40640.499,1.61,3,MSLV
5671.362400000002,2023-05-28T11:17:20.599Z,32.7744556,35.0246094,212.246,0.386,0.52,8548,40640.599,1.61,3,MSLV
5771.476300000002,2023-05-28T11:17:20.699Z,32.7744556,35.0246093,212.268,0.106,0.39,8548,40640.699,1.61,3,MSLV
5871.590200000002,2023-05-28T11:17:20.798Z,32.7744557,35.0246094,212.273,0.101,0.11,8548,40640.799,1.61,3,MSLV
5971.704100000003,2023-05-28T11:17:20.898Z,32.7744556,35.0246094,212.269,0.014,0.1,8548,40640.899,1.61,3,MSLV
6071.818,2023-05-28T11:17:21.000Z,32.7744555,35.0246093,212.268,0.169,0.01,8548,40641,1.61,3,MSLV
6171.1603000000005,2023-05-28T11:17:21.099Z,32.7744555,35.0246091,212.262,0.144,0.17,8548,40641.099,1.61,3,MSLV
6270.502600000001,2023-05-28T11:17:21.199Z,32.7744559,35.024609,212.278,0.405,0.14,8548,40641.199,1.61,3,MSLV
6369.844900000001,2023-05-28T11:17:21.298Z,32.7744562,35.0246087,212.27,0.432,0.41,8548,40641.299,1.61,3,MSLV
6469.187200000001,2023-05-28T11:17:21.398Z,32.7744567,35.0246083,212.276,0.67,0.43,8548,40641.399,1.61,3,MSLV
6568.5295000000015,2023-05-28T11:17:21.499Z,32.7744574,35.0246077,212.268,0.939,0.67,8548,40641.499,1.61,3,MSLV
6667.871800000002,2023-05-28T11:17:21.599Z,32.7744582,35.0246073,212.268,0.984,0.94,8548,40641.599,1.61,3,MSLV
6767.214100000002,2023-05-28T11:17:21.699Z,32.7744587,35.0246068,212.258,0.811,0.98,8548,40641.699,1.61,3,MSLV
