cts,date,GPS (Lat.) [deg],GPS (Long.) [deg],GPS (Alt.) [m],GPS (2D) [m/s],GPS (3D) [m/s],GPS (days) [deg],GPS (secs) [s],GPS (DOP) [deg],GPS (fix) [deg],altitude system
129.225,2023-06-11T13:26:32.798Z,32.7744384,35.0245803,209.197,0.013,0.07,8562,48392.799,1.85,3,MSLV
229.13544444444443,2023-06-11T13:26:32.898Z,32.7744383,35.0245802,209.198,0.04,0.02,8562,48392.899,1.85,3,MSLV
329.0458888888889,2023-06-11T13:26:33.000Z,32.7744383,35.0245802,209.201,0.023,0.05,8562,48393,1.85,3,MSLV
428.95633333333336,2023-06-11T13:26:33.099Z,32.7744383,35.0245802,209.212,0.024,0.04,8562,48393.099,1.85,3,MSLV
528.8667777777778,2023-06-11T13:26:33.199Z,32.7744383,35.0245802,209.227,0.027,0.03,8562,48393.199,1.85,3,MSLV
628.7772222222222,2023-06-11T13:26:33.298Z,32.7744384,35.0245802,209.227,0.044,0.03,8562,48393.299,1.85,3,MSLV
728.6876666666667,2023-06-11T13:26:33.398Z,32.7744384,35.0245801,209.238,0.028,0.05,8562,48393.399,1.85,3,MSLV
828.5981111111112,2023-06-11T13:26:33.499Z,32.7744384,35.02458,209.263,0.042,0.04,8562,48393.499,1.85,3,MSLV
928.5085555555556,2023-06-11T13:26:33.599Z,32.7744383,35.0245799,209.272,0.157,0.04,8562,48393.599,1.85,3,MSLV
1028.419,2023-06-11T13:26:33.699Z,32.7744384,35.0245799,209.289,0.033,0.16,8562,48393.699,1.85,3,MSLV
1128.2272,2023-06-11T13:26:33.798Z,32.7744384,35.02458,209.289,0.084,0.04,8562,48393.799,1.85,3,MSLV
1228.0354,2023-06-11T13:26:33.898Z,32.7744384,35.02458,209.321,0.066,0.08,8562,48393.899,1.85,3,MSLV
1327.8436,2023-06-11T13:26:34.000Z,32.7744384,35.0245799,209.312,0.071,0.07,8562,48394,1.85,3,MSLV
1427.6517999999999,2023-06-11T13:26:34.099Z,32.7744383,35.02458,209.297,0.067,0.07,8562,48394.099,1.85,3,MSLV
1527.4599999999998,2023-06-11T13:26:34.199Z,32.7744384,35.02458,209.306,0.068,0.08,8562,48394.199,1.85,3,MSLV
1627.2681999999998,2023-06-11T13:26:34.298Z,32.7744384,35.02458,209.309,0.042,0.08,8562,48394.299,1.85,3,MSLV
1727.0763999999997,2023-06-11T13:26:34.398Z,32.7744384,35.02458,209.331,0.027,0.05,8562,48394.399,1.85,3,MSLV
1826.8845999999996,2023-06-11T13:26:34.499Z,32.7744385,35.0245799,209.328,0.067,0.03,8562,48394.499,1.85,3,MSLV
1926.6927999999996,2023-06-11T13:26:34.599Z,32.7744385,35.0245799,209.327,0.032,0.08,8562,48394.599,1.85,3,MSLV
2026.501,2023-06-11T13:26:34.699Z,32.7744384,35.0245799,209.338,0.025,0.05,8562,48394.699,1.85,3,MSLV
2126.5101,2023-06-11T13:26:34.798Z,32.7744385,35.0245799,209.324,0.027,0.04,8562,48394.799,1.85,3,MSLV
2226.5192,2023-06-11T13:26:34.898Z,32.7744385,35.0245799,209.345,0.027,0.06,8562,48394.899,1.85,3,MSLV
2326.5283000000004,2023-06-11T13:26:35.000Z,32.7744385,35.02458,209.339,0.031,0.05,8562,48395,2.27,3,MSLV
2426.5374000000006,2023-06-11T13:26:35.099Z,32.7744385,35.0245799,209.344,0.022,0.06,8562,48395.099,1.85,3,MSLV
2526.546500000001,2023-06-11T13:26:35.199Z,32.7744386,35.0245799,209.361,0.011,0.05,8562,48395.199,2.27,3,MSLV
2626.555600000001,2023-06-11T13:26:35.298Z,32.7744385,35.0245799,209.361,0.024,0.03,8562,48395.299,2.27,3,MSLV
2726.5647000000013,2023-06-11T13:26:35.398Z,32.7744385,35.0245799,209.36,0.037,0.04,8562,48395.399,2.27,3,MSLV
2826.5738000000015,2023-06-11T13:26:35.499Z,32.7744386,35.0245799,209.357,0.027,0.05,8562,48395.499,2.27,3,MSLV
2926.5829000000017,2023-06-11T13:26:35.599Z,32.7744385,35.0245799,209.363,0.045,0.04,8562,48395.599,2.27,3,MSLV
3026.592,2023-06-11T13:26:35.699Z,32.7744385,35.0245799,209.37,0.015,0.05,8562,48395.699,2.27,3,MSLV
3126.6207,2023-06-11T13:26:35.798Z,32.7744386,35.0245799,209.384,0.035,0.02,8562,48395.799,2.27,3,MSLV
3226.6494,2023-06-11T13:26:35.898Z,32.7744386,35.0245799,209.382,0.037,0.04,8562,48395.899,2.27,3,MSLV
3326.6780999999996,2023-06-11T13:26:36.000Z,32.7744386,35.0245798,209.387,0.024,0.04,8562,48396,2.27,3,MSLV
3426.7067999999995,2023-06-11T13:26:36.099Z,32.7744385,35.0245798,209.38,0.028,0.03,8562,48396.099,2.27,3,MSLV
