,participant_id,path_num,person_robot,turn_num,start_idx,end_idx,walking_direction_lag,walking_direction_base_corr,walking_direction_lagged_corr,walking_direction_dtw,speeds_lag,speeds_base_corr,speeds_lagged_corr,speeds_dtw,mean_distance,mean_speed_difference,mean_walking_direction_difference,mean_pace_asymmetry
84,2103,3,person,2,435,470,-23,-0.3330906217555909,0.3644415281178894,56.909027264847296,0,0.553760731027625,0.553760731027625,23.558874564687322,1.7118387875862842,0.201,57.44854852397113,0.464183749740308
85,2103,3,person,3,592,618,3,0.206913131252213,0.42827170505159207,27.203071230672908,20,0.3122081787192869,0.47606726149007095,25.59608972375652,2.3317346602543454,0.33126923076923076,80.63012907990932,0.5701879467738818
86,2103,3,person,4,619,656,-6,0.6570949466668979,0.7556463670132304,18.428545535958907,-13,-0.17296374722012067,0.40074262615493633,46.22063953885315,1.717845238038473,0.3983513513513513,92.27117241880414,0.6683077104592743
87,2103,3,person,5,666,695,8,0.24260957494540644,0.3866813983697019,34.00447197372121,-9,0.12662618062155676,0.38198899171853207,27.438698046448987,2.2559782817890524,0.3982068965517241,76.66466532386349,0.43446832985374173
88,2103,3,person,6,823,857,-8,0.3119567637901484,0.4671230832755505,32.17047881732503,-19,-0.13536367053169107,0.7155206996913918,33.148975919678286,1.191379417511964,0.26211764705882357,91.6723968975938,0.3688128566170799
89,2103,3,robot,1,57,83,-1,0.3409874233089795,0.4237048023660049,20.621190594216305,-13,-0.18031022035706196,0.4755658736039469,25.927313666819114,3.5145429863173954,0.39999999999999997,34.046013176811336,0.315055177444355
90,2103,3,robot,2,139,171,-5,0.10469978275389583,0.4522942371264173,26.077681378104,-16,-0.3556386441378299,0.42959240338139926,44.08188356911449,3.0517246165136775,0.54321875,56.99912044199377,0.48590756710320515
91,2103,3,robot,3,443,498,-20,-0.03196275280838888,0.3077936882241745,51.20138179523861,-6,0.4729904510492504,0.6867208182341425,36.93078275765107,1.2597976045054995,0.3056545454545455,54.223679771741985,0.4823642949568048
92,2103,3,robot,4,511,549,-4,0.42657235492943646,0.684998282832453,23.189790839161628,22,-0.24585413036945417,0.29550019483175444,40.2314195192791,1.3508107397619191,0.5764736842105262,60.566671645794365,0.5851206117023688
93,2103,3,robot,5,567,722,0,0.4560809824363175,0.4560809824363175,102.44940899329605,44,0.26738966737763437,0.2896988234629723,96.88876524435673,1.887794184935918,0.4384322580645161,72.09339220992022,0.51958555430232
94,2104,1,person,1,638,806,-151,0.0981556039232005,0.2505843240216136,151.61753881432165,3,0.7111745588153595,0.8125738437234835,48.10635998903606,1.8682326062435806,0.1744642857142857,73.93892768500007,0.3595660026622722
95,2104,1,robot,1,776,802,2,0.8108475302586913,0.8387402796190506,7.3704746770844425,2,0.5016951330586762,0.7709273062321625,11.771323714574772,1.2848992290029941,0.35469230769230775,38.19852669103032,0.2591977313083714
96,2104,2,person,1,50,105,-12,0.017846656561151936,0.26384314811316434,36.61616567071188,0,0.7118280837411838,0.7118280837411838,35.21980994344053,0.8987971054542104,0.14523636363636364,46.199925583459354,0.32622989071074493
97,2104,2,robot,1,60,110,21,-0.3204146576696961,0.3343042953170272,47.72323082315868,0,0.783142008890704,0.783142008890704,27.773750931363907,0.7576560027765622,0.15195999999999998,38.99763248922814,0.2986583773055164
98,2104,3,person,1,100,129,1,0.8529076084461963,0.9482260718230233,4.239983213325918,1,0.279464204648326,0.5152117227839377,21.36750620679239,0.985155014130183,0.2733793103448276,14.479057775135654,0.2976995051262894
99,2104,3,robot,1,99,128,1,0.8464028598563433,0.9550778622811267,4.432663581023188,1,0.2975576566331598,0.5323348869601967,21.328432739383647,1.0312682444479964,0.2785862068965517,14.856844388473924,0.2998941077118801
100,2105,1,person,1,391,419,-19,-0.529898342935875,0.385944481809095,46.68571809942739,0,0.5716202633060609,0.5716202633060609,22.400868134966306,2.929144821529214,0.19975000000000004,73.19109467553187,0.34280955559628573
101,2105,1,robot,1,401,453,17,-0.47429770400969173,0.5612816990061046,60.73373399955803,3,0.21105621205632774,0.4914832641558692,27.741561900903644,2.5750436284007634,0.25332692307692306,86.07954054972419,0.3474842476977055
102,2105,2,person,1,378,407,0,0.45977958666215735,0.45977958666215735,23.29433932009462,23,0.2897734680457558,0.3728382427996481,24.66899446442648,2.047301222482757,0.23496551724137932,55.99642592333302,0.5230906696788573
103,2105,2,person,2,416,468,-21,-0.06227117743209129,0.27901982972009065,58.47404607883808,12,-0.09827789255298235,0.32679591901394034,40.51682839318049,1.1151224869704168,0.3183846153846154,80.04804624071981,0.5930121734865723
104,2105,2,person,3,749,816,-23,0.01393241773819265,0.5095128065230295,42.6125792847172,0,0.8503052023177069,0.8503052023177069,21.281902848481042,0.4746924830841042,0.12470149253731344,56.562108633727384,0.31608125981900964
105,2105,2,person,4,1329,1354,-11,-0.16391006767135724,0.3138593042042125,26.576466196237682,-9,-0.1746293942743199,0.2843523618711304,31.934225973789943,2.7631162835838516,0.24867999999999996,24.28845663299571,0.1886991376331057
106,2105,2,person,5,1566,1621,26,-0.47233149637634936,0.3710984175183167,57.86045861753818,-5,0.29910534983041326,0.5095632262042238,38.17531308522602,1.4253613347320517,0.26489090909090907,76.52109834537818,0.5008705992220298
107,2105,2,robot,1,376,607,64,0.06526436796615788,0.23474430131205468,150.3599977487071,-69,0.02117770585138708,0.4443567791355103,141.49243817389373,0.9810119081472325,0.30483549783549785,72.39986782070561,0.5324025006455166
108,2105,2,robot,2,822,879,9,-0.15856887435955055,0.3139994390421243,45.47041263120977,-12,-0.17597250628386293,0.5231739779539989,30.92843196157293,1.8913121521930207,0.34261403508771926,102.8158349431934,0.4762396395461317
109,2105,2,robot,3,1048,1073,7,0.27665790646160865,0.4032278474091045,23.444052057122658,3,0.32724720928638484,0.39058229213459694,29.442566337548286,3.2301312703906278,0.41796,55.76095562239961,0.5292442433497866
110,2105,2,robot,4,1207,1255,4,0.48507355413947856,0.5081527749905511,39.06230888425463,-23,-0.07130414335752654,0.34728714688672974,36.752992119395664,2.5851283731382746,0.3195208333333333,46.112375676783536,0.38732369515185044
