cts,date,GPS (Lat.) [deg],GPS (Long.) [deg],GPS (Alt.) [m],GPS (2D) [m/s],GPS (3D) [m/s],GPS (days) [deg],GPS (secs) [s],GPS (DOP) [deg],GPS (fix) [deg],altitude system
128.164,2023-05-28T09:28:24.499Z,32.774433,35.0246072,221.862,0.077,0.05,8548,34104.499,1.16,3,MSLV
228.51344444444442,2023-05-28T09:28:24.599Z,32.774433,35.0246073,221.842,0.148,0.08,8548,34104.599,1.16,3,MSLV
328.86288888888885,2023-05-28T09:28:24.699Z,32.7744328,35.0246075,221.816,0.155,0.15,8548,34104.699,1.16,3,MSLV
429.2123333333333,2023-05-28T09:28:24.798Z,32.7744328,35.0246075,221.805,0.022,0.16,8548,34104.799,1.16,3,MSLV
529.5617777777777,2023-05-28T09:28:24.898Z,32.7744328,35.0246075,221.789,0.01,0.04,8548,34104.899,1.16,3,MSLV
629.9112222222221,2023-05-28T09:28:25.000Z,32.7744329,35.0246075,221.784,0.064,0.04,8548,34105,1.16,3,MSLV
730.2606666666666,2023-05-28T09:28:25.099Z,32.7744328,35.0246075,221.783,0.089,0.07,8548,34105.099,1.16,3,MSLV
830.610111111111,2023-05-28T09:28:25.199Z,32.7744326,35.0246073,221.782,0.274,0.09,8548,34105.199,1.12,3,MSLV
930.9595555555554,2023-05-28T09:28:25.298Z,32.7744324,35.0246072,221.782,0.296,0.27,8548,34105.299,1.12,3,MSLV
1031.309,2023-05-28T09:28:25.398Z,32.7744325,35.0246072,221.778,0.065,0.3,8548,34105.399,1.12,3,MSLV
1131.2208,2023-05-28T09:28:25.499Z,32.7744326,35.0246072,221.77,0.064,0.07,8548,34105.499,1.12,3,MSLV
1231.1326000000001,2023-05-28T09:28:25.599Z,32.7744326,35.0246072,221.766,0.036,0.06,8548,34105.599,1.12,3,MSLV
1331.0444000000002,2023-05-28T09:28:25.699Z,32.7744326,35.0246073,221.759,0.072,0.04,8548,34105.699,1.12,3,MSLV
1430.9562000000003,2023-05-28T09:28:25.798Z,32.7744328,35.0246073,221.759,0.14,0.07,8548,34105.799,1.12,3,MSLV
1530.8680000000004,2023-05-28T09:28:25.898Z,32.7744329,35.0246071,221.755,0.215,0.14,8548,34105.899,1.16,3,MSLV
1630.7798000000005,2023-05-28T09:28:26.000Z,32.7744331,35.0246067,221.749,0.432,0.22,8548,34106,1.16,3,MSLV
1730.6916000000006,2023-05-28T09:28:26.099Z,32.7744334,35.0246065,221.749,0.275,0.43,8548,34106.099,1.16,3,MSLV
1830.6034000000006,2023-05-28T09:28:26.199Z,32.7744338,35.0246061,221.731,0.52,0.27,8548,34106.199,1.16,3,MSLV
1930.5152000000007,2023-05-28T09:28:26.298Z,32.7744341,35.0246056,221.729,0.551,0.52,8548,34106.299,1.16,3,MSLV
2030.427,2023-05-28T09:28:26.398Z,32.7744343,35.0246052,221.722,0.471,0.55,8548,34106.399,1.16,3,MSLV
2130.0888999999997,2023-05-28T09:28:26.499Z,32.7744345,35.0246047,221.712,0.497,0.47,8548,34106.499,1.16,3,MSLV
2229.7508,2023-05-28T09:28:26.599Z,32.7744348,35.0246043,221.717,0.513,0.5,8548,34106.599,1.16,3,MSLV
2329.4127,2023-05-28T09:28:26.699Z,32.7744351,35.0246038,221.726,0.523,0.51,8548,34106.699,1.16,3,MSLV
2429.0746,2023-05-28T09:28:26.798Z,32.7744354,35.0246032,221.712,0.563,0.52,8548,34106.799,1.16,3,MSLV
2528.7365,2023-05-28T09:28:26.898Z,32.7744355,35.0246031,221.708,0.272,0.56,8548,34106.899,1.16,3,MSLV
2628.3984,2023-05-28T09:28:27.000Z,32.7744361,35.0246026,221.7,0.617,0.27,8548,34107,1.16,3,MSLV
2728.0603,2023-05-28T09:28:27.099Z,32.7744365,35.0246023,221.701,0.497,0.62,8548,34107.099,1.16,3,MSLV
2827.7222,2023-05-28T09:28:27.199Z,32.7744371,35.024602,221.691,0.582,0.5,8548,34107.199,1.16,3,MSLV
2927.3841,2023-05-28T09:28:27.298Z,32.7744375,35.0246015,221.673,0.663,0.58,8548,34107.299,1.16,3,MSLV
3027.046,2023-05-28T09:28:27.398Z,32.7744379,35.0246013,221.667,0.534,0.66,8548,34107.399,1.16,3,MSLV
3127.4842,2023-05-28T09:28:27.499Z,32.7744384,35.0246012,221.68,0.495,0.53,8548,34107.499,1.16,3,MSLV
3227.9224,2023-05-28T09:28:27.599Z,32.7744385,35.0246007,221.646,0.511,0.5,8548,34107.599,1.16,3,MSLV
3328.3606,2023-05-28T09:28:27.699Z,32.774439,35.0246002,221.649,0.524,0.51,8548,34107.699,1.16,3,MSLV
